"ref_binomial";"ref_id";"ref_kingdom";"ref_phylum";"ref_class";"ref_order";"ref_family";"ref_genus"
"Nettapus pulchellus";"22680086";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Nettapus"
"Nettapus coromandelianus";"22680090";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Nettapus"
"Nettapus auritus";"22680095";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Nettapus"
"Chenonetta jubata";"22680111";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Chenonetta"
"Merganetta armata";"22680118";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Merganetta"
"Hymenolaimus malacorhynchos";"22680121";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Hymenolaimus"
"Lophonetta specularioides";"22680130";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Lophonetta"
"Anas capensis";"22680145";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Mareca falcata";"22680153";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Mareca"
"Mareca sibilatrix";"22680167";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Mareca"
"Anas sparsa";"22680170";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas luzonica";"22680214";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas superciliosa";"22680217";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas undulata";"22680221";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Spatula smithii";"22680236";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Spatula"
"Spatula platalea";"22680240";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Spatula"
"Spatula rhynchotis";"22680243";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Spatula"
"Anas bernieri";"22680252";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas gracilis";"22680271";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas castanea";"22680277";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas bahamensis";"22680287";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas erythrorhyncha";"22680290";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas eatoni";"22680306";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Anas georgica";"22680310";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas"
"Sibirionetta formosa";"22680317";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Sibirionetta"
"Spatula puna";"22680326";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Spatula"
"Spatula versicolor";"22680329";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Spatula"
"Spatula hottentota";"22680332";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Spatula"
"Malacorhynchus membranaceus";"22680336";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Malacorhynchus"
"Netta peposaca";"22680351";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Netta"
"Netta erythrophthalma";"22680354";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Netta"
"Aythya novaeseelandiae";"22680395";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Aythya"
"Camptorhynchus labradorius";"22680418";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Camptorhynchus"
"Mergus australis";"22680496";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Mergus"
"Turnix maculosus";"22680512";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix tanki";"22680539";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix ocellatus";"22680542";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix suscitator";"22680549";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix nigricollis";"22680552";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix castanotus";"22680560";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix worcesteri";"22680588";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix pyrrhothorax";"22680595";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Turnix velox";"22680599";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Turnix"
"Ortyxelos meiffrenii";"22680603";"Animalia";"Chordata";"Aves";"Charadriiformes";"Turnicidae";"Ortyxelos"
"Indicator maculatus";"22680608";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Indicator"
"Indicator variegatus";"22680612";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Indicator"
"Indicator indicator";"22680616";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Indicator"
"Indicator minor";"22680623";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Indicator"
"Indicator exilis";"22680638";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Indicator"
"Indicator xanthonotus";"22680652";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Indicator"
"Melichneutes robustus";"22680655";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Melichneutes"
"Melignomon zenkeri";"22680663";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Melignomon"
"Prodotiscus insignis";"22680667";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Prodotiscus"
"Prodotiscus zambesiae";"22680672";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Prodotiscus"
"Prodotiscus regulus";"22680677";"Animalia";"Chordata";"Aves";"Piciformes";"Indicatoridae";"Prodotiscus"
"Jynx ruficollis";"22680689";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Jynx"
"Picumnus aurifrons";"22680697";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus pumilus";"22680700";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus lafresnayi";"22680706";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus fuscus";"22680714";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus sclateri";"22680717";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus squamulatus";"22680720";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus spilogaster";"22680723";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus pygmaeus";"22680730";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus steindachneri";"22680733";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus varzeae";"22680736";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus cirratus";"22680739";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus dorbignyanus";"22680742";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus temminckii";"22680750";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus rufiventris";"22680756";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus fulvescens";"22680759";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus nebulosus";"22680765";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus subtilis";"22680771";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Picumnus cinnamomeus";"22680781";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picumnus"
"Verreauxia africana";"22680784";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Verreauxia"
"Sasia abnormis";"22680789";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Sasia"
"Sasia ochracea";"22680792";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Sasia"
"Nesoctites micromegas";"22680795";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Nesoctites"
"Melanerpes candidus";"22680798";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes lewis";"22680801";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes portoricensis";"22680807";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes formicivorus";"22680813";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes cruentatus";"22680824";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes flavifrons";"22680828";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes radiolatus";"22680837";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes uropygialis";"22680853";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes carolinus";"22680856";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Melanerpes aurifrons";"22680862";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Melanerpes"
"Sphyrapicus varius";"22680868";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Sphyrapicus"
"Sphyrapicus thyroideus";"22680877";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Sphyrapicus"
"Xiphidiopicus percussus";"22680880";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Xiphidiopicus"
"Campethera punctuligera";"22680883";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campethera"
"Campethera nubica";"22680887";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campethera"
"Campethera scriptoricauda";"22680897";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campethera"
"Campethera abingoni";"22680902";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campethera"
"Campethera caroli";"22680941";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campethera"
"Dendropicos elachus";"22680949";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos poecilolaemus";"22680954";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos abyssinicus";"22680959";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos fuscescens";"22680963";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos lugubris";"22680967";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos stierlingi";"22680978";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos namaquus";"22680982";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos pyrrhogaster";"22680989";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos xantholophus";"22680996";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos spodocephalus";"22681018";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos griseocephalus";"22681023";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Dendropicos obsoletus";"22681030";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendropicos"
"Picoides temminckii";"22681042";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picoides"
"Picoides maculatus";"22681046";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picoides"
"Picoides nanus";"22681060";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picoides"
"Picoides moluccensis";"22681064";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picoides"
"Picoides canicapillus";"22681068";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picoides"
"Picoides kizuki";"22681072";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picoides"
"Leiopicus auriceps";"22681079";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Leiopicus"
"Dendrocopos atratus";"22681089";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos"
"Leiopicus mahrattensis";"22681092";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Leiopicus"
"Dendrocopos hyperythrus";"22681105";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos"
"Dendrocopos darjellensis";"22681111";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos"
"Dendrocopos leucopterus";"22681130";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos"
"Dendrocopos assimilis";"22681133";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos"
"Dendrocopos himalayensis";"22681136";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dendrocopos"
"Veniliornis lignarius";"22681139";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis mixtus";"22681144";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Dryobates nuttallii";"22681149";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dryobates"
"Dryobates pubescens";"22681155";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dryobates"
"Leuconotopicus albolarvatus";"22681169";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Leuconotopicus"
"Picoides arcticus";"22681181";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picoides"
"Veniliornis callonotus";"22681184";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis dignus";"22681187";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis nigriceps";"22681190";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis spilogaster";"22681205";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis sanguineus";"22681208";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis chocoensis";"22681215";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis affinis";"22681222";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Veniliornis maculifrons";"22681225";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Veniliornis"
"Piculus litae";"22681234";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Piculus"
"Piculus leucolaemus";"22681237";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Piculus"
"Piculus flavigula";"22681240";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Piculus"
"Colaptes chrysoides";"22681290";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Colaptes"
"Colaptes pitius";"22681297";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Colaptes"
"Micropternus brachyurus";"22681314";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Micropternus"
"Celeus elegans";"22681331";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Celeus"
"Celeus flavus";"22681344";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Celeus"
"Hylatomus pileatus";"22681363";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Hylatomus"
"Hylatomus schulzii";"22681373";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Hylatomus"
"Dryocopus javensis";"22681376";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dryocopus"
"Campephilus robustus";"22681399";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campephilus"
"Campephilus leucopogon";"22681411";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campephilus"
"Campephilus magellanicus";"22681414";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Campephilus"
"Chrysophlegma miniaceum";"22681428";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Chrysophlegma"
"Picus chlorolophus";"22681431";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Picus puniceus";"22681434";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Picus viridanus";"22681447";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Picus vittatus";"22681450";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Picus xanthopygaeus";"22681453";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Picus squamatus";"22681456";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Picus awokera";"22681459";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Picus vaillantii";"22681474";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus"
"Chloropicoides rafflesii";"22681493";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Chloropicoides"
"Dinopium shorii";"22681496";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Dinopium"
"Chrysocolaptes festivus";"22681522";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Chrysocolaptes"
"Gecinulus grantia";"22681525";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Gecinulus"
"Gecinulus viridis";"22681528";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Gecinulus"
"Blythipicus rubiginosus";"22681543";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Blythipicus"
"Chrysocolaptes validus";"22681549";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Chrysocolaptes"
"Meiglyptes jugularis";"22681559";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Meiglyptes"
"Hemicircus canente";"22681572";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Hemicircus"
"Mulleripicus pulverulentus";"22681585";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Mulleripicus"
"Psilopogon pyrolophus";"22681588";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon zeylanicus";"22681597";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon lineatus";"22681600";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon viridis";"22681603";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon corvinus";"22681609";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon mystacophanos";"22681619";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon flavifrons";"22681625";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon monticola";"22681643";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon incognitus";"22681646";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon armillaris";"22681652";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Psilopogon haemacephalus";"22681681";"Animalia";"Chordata";"Aves";"Piciformes";"Megalaimidae";"Psilopogon"
"Gymnobucco peli";"22681699";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Gymnobucco"
"Gymnobucco sladeni";"22681703";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Gymnobucco"
"Stactolaema anchietae";"22681724";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Stactolaema"
"Stactolaema whytii";"22681728";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Stactolaema"
"Pogoniulus scolopaceus";"22681736";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogoniulus"
"Pogoniulus leucomystax";"22681747";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogoniulus"
"Pogoniulus atroflavus";"22681761";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogoniulus"
"Pogoniulus subsulphureus";"22681765";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogoniulus"
"Pogoniulus bilineatus";"22681769";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogoniulus"
"Pogoniulus chrysoconus";"22681774";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogoniulus"
"Pogoniulus pusillus";"22681778";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogoniulus"
"Tricholaema diademata";"22681790";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Tricholaema"
"Tricholaema frontata";"22681794";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Tricholaema"
"Tricholaema leucomelas";"22681799";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Tricholaema"
"Tricholaema lacrymosa";"22681804";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Tricholaema"
"Tricholaema melanocephala";"22681808";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Tricholaema"
"Lybius undatus";"22681812";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Lybius"
"Lybius vieilloti";"22681816";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Lybius"
"Lybius chaplini";"22681832";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Lybius"
"Lybius rubrifacies";"22681837";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Lybius"
"Lybius guifsobalito";"22681841";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Lybius"
"Lybius torquatus";"22681845";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Lybius"
"Pogonornis melanopterus";"22681849";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogonornis"
"Pogonornis bidentatus";"22681861";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogonornis"
"Pogonornis dubius";"22681865";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogonornis"
"Pogonornis rolleti";"22681869";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Pogonornis"
"Trachyphonus vaillantii";"22681881";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Trachyphonus"
"Trachyphonus margaritatus";"22681885";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Trachyphonus"
"Trachyphonus erythrocephalus";"22681889";"Animalia";"Chordata";"Aves";"Piciformes";"Lybiidae";"Trachyphonus"
